step,config,method,status,metric_error_val,normalized_perf,seconds,time_limit,pred_mean,pred_std,pred_cost,acquisition,f_best_before,best_error_so_far,elapsed,is_best
17,XGBoost_r174_BAG_L1,XGBoost,ok,0.16579047619047615,-0.3315809523809523,1.5140689956751885,258.5224445000058,-0.3261373748160959,0.020648273082207517,1.8631578174825143,0.003975408243063596,-0.3244190476190476,0.1622095238095238,42.98729710000043,False
18,XGBoost_r27_BAG_L1,XGBoost,ok,0.16480000000000006,-0.3296000000000001,1.195039147773059,257.0119900999998,-0.3271407021175829,0.016117692653684287,1.9495207468905145,0.002647141855745496,-0.3244190476190476,0.1622095238095238,44.17555349999748,False
19,CatBoost_r67_BAG_L1,CatBoost,ok,0.1620571428571428,-0.3241142857142856,1.646015304941102,255.82358880000538,-0.31732179137207006,0.009494394299855567,2.591394125839517,0.0032214127845426794,-0.3244190476190476,0.1620571428571428,45.8250565000053,True
20,KNeighbors_r169_BAG_L1,KNeighbors,ok,0.2506285714285714,-0.5012571428571428,0.9064812248252565,254.1742200000008,-0.4824663001947057,0.12247949592112638,5.652816472635643,0.0010014688842907612,-0.3241142857142856,0.1620571428571428,46.71758310000587,False
21,CatBoost_r63_BAG_L1,CatBoost,ok,0.17066666666666674,-0.3413333333333335,1.7722552808118053,253.28161669999827,-0.3233865049523422,0.00336038094761043,1.7929044554772002,0.0009681535612414809,-0.3241142857142856,0.1620571428571428,48.49051329999929,False
22,XGBoost_r120_BAG_L1,XGBoost,ok,0.16411428571428566,-0.3282285714285713,1.3671720726124477,251.50848869999754,-0.32904209853866295,0.009823385900219936,1.377028054698681,0.0014074244713635738,-0.3241142857142856,0.1620571428571428,49.85120889999962,False
23,XGBoost_r76_BAG_L1,XGBoost,ok,0.16076190476190477,-0.32152380952380955,1.3809057503385702,250.1480492999981,-0.3330207483869766,0.010698449378840184,1.1328052576171168,0.0010716676976587607,-0.3241142857142856,0.16076190476190477,51.22256939999352,True
24,LightGBM_r120_BAG_L1,LightGBM,ok,0.15763809523809524,-0.3152761904761905,1.587136544258101,248.77672419999726,-0.32403495822490275,0.014341403333740942,3.4496178111097304,0.0013199436725552926,-0.32152380952380955,0.15763809523809524,52.8128682999959,True
25,LightGBM_r152_BAG_L1,LightGBM,ok,0.16533333333333333,-0.33066666666666666,2.518516314376029,247.18639260000782,-0.3126263851655165,0.010143247132897515,2.083394988404562,0.002644132747363074,-0.3152761904761905,0.15763809523809524,55.32334950000222,False
26,KNeighbors_r122_BAG_L1,KNeighbors,ok,0.21150476190476186,-0.4230095238095237,1.0139090249140281,244.67591570000513,-0.5350272877679065,0.12170190070249944,2.0294470933522635,0.0008439787122731286,-0.3152761904761905,0.15763809523809524,56.294181000004755,False
27,LightGBM_r4_BAG_L1,LightGBM,ok,0.16944761904761907,-0.33889523809523814,1.3922133933083387,243.70492010000453,-0.32470728364208445,0.010398711651225679,1.2354179146413147,0.0008346343676632793,-0.3152761904761905,0.15763809523809524,57.690860200003954,False
28,XGBoost_r22_BAG_L1,XGBoost,ok,0.15900952380952382,-0.31801904761904765,3.827717106527416,242.30817849999585,-0.31833076237488506,0.01075005568738293,3.5565031659884916,0.00082478188045587,-0.3152761904761905,0.15763809523809524,61.4882718000008,False
29,XGBoost_r171_BAG_L1,XGBoost,ok,0.16510476190476187,-0.33020952380952373,3.479935248484253,238.51098439999623,-0.31987523664138817,0.0092655333803223,3.590116448060835,0.0005133862078051234,-0.3152761904761905,0.15763809523809524,64.94848180000554,False
30,KNeighbors_r151_BAG_L1,KNeighbors,ok,0.19794285714285698,-0.39588571428571395,0.9624156938079977,235.0507832000003,-0.39107663144662774,0.05092728994287603,3.277371663585271,0.0004675730884518233,-0.3152761904761905,0.15763809523809524,65.88518779999868,False
31,LightGBM_r149_BAG_L1,LightGBM,ok,0.16510476190476187,-0.33020952380952373,2.1039350925566396,234.1140274000063,-0.3244610248787154,0.009852705039538506,2.5831671132555565,0.00036096963409912216,-0.3152761904761905,0.15763809523809524,67.98780210000405,False
32,XGBoost_r51_BAG_L1,XGBoost,ok,0.1647238095238095,-0.329447619047619,1.3346537398902,232.0111581999954,-0.32735657538161717,0.008265496469000369,1.3400421759620953,0.00019721577562273348,-0.3152761904761905,0.15763809523809524,69.31769239999994,False
33,XGBoost_r106_BAG_L1,XGBoost,ok,0.16099047619047624,-0.3219809523809525,2.235229126381455,230.68129219999537,-0.3247474272743308,0.007693755076100765,2.9992915447653905,0.0001349912710835912,-0.3152761904761905,0.15763809523809524,71.53650909999851,False
34,XGBoost_r122_BAG_L1,XGBoost,ok,0.1637333333333333,-0.3274666666666666,2.0668414224201115,228.46276639999996,-0.3262794431302945,0.0076133792989184195,2.16241914405662,0.00011676217358897982,-0.3152761904761905,0.15763809523809524,73.58748220000416,False
35,LightGBM_r18_BAG_L1,LightGBM,ok,0.16167619047619042,-0.32335238095238084,1.5805940492282389,226.41173399999388,-0.32789751430613145,0.007657801892683572,1.5467259405595837,0.00010262350272399719,-0.3152761904761905,0.15763809523809524,75.17309029999888,False
36,LightGBM_r195_BAG_L1,LightGBM,ok,0.1516952380952381,-0.3033904761904762,1.8754177997179795,224.82602059999772,-0.3299666387182643,0.008849722878783437,1.7338390088236095,0.00010283717847098412,-0.3152761904761905,0.1516952380952381,77.04985440000019,True
37,KNeighbors_r46_BAG_L1,KNeighbors,ok,0.19150476190476196,-0.3830095238095239,0.9579158443229971,222.94940700000734,-0.409996628167147,0.04941461716078445,1.660146909369513,0.0001640897589629023,-0.3033904761904762,0.1516952380952381,77.97599520000222,False
38,KNeighbors_r106_BAG_L1,KNeighbors,ok,0.19321904761904762,-0.38643809523809525,1.0167673955729697,222.02320989999862,-0.4396194950214397,0.05438085263928527,1.576338752996154,6.805619340042224e-05,-0.3033904761904762,0.1516952380952381,78.94269650000206,False
39,KNeighbors_r174_BAG_L1,KNeighbors,ok,0.21474285714285712,-0.42948571428571425,0.9857281863951357,221.05651199999556,-0.37977992610268685,0.033142753333499524,1.5875749583075864,7.5359094546773e-05,-0.3033904761904762,0.1516952380952381,79.90651590000198,False
40,LightGBM_r130_BAG_L1,LightGBM,ok,0.1488761904761905,-0.297752380952381,1.8061333604418905,220.09270959999412,-0.3189652021598997,0.008572903437369682,1.8016472785264852,6.511878481260243e-05,-0.3033904761904762,0.1488761904761905,81.71626499999547,True
41,LightGBM_r99_BAG_L1,LightGBM,ok,0.15558095238095238,-0.31116190476190475,2.6849491563189076,218.28297210000164,-0.3130703504975429,0.010114297715470186,1.8075715572171145,0.0001586467286095252,-0.297752380952381,0.1488761904761905,84.39604599999439,False
42,LightGBM_r56_BAG_L1,LightGBM,ok,0.14765714285714293,-0.29531428571428586,1.5690910438861465,215.6031823999947,-0.32027348649042714,0.009758848745038337,1.8675603435208599,1.870287219763887e-05,-0.297752380952381,0.14765714285714293,85.96816099999705,True
43,LightGBM_r122_BAG_L1,LightGBM,ok,0.15794285714285716,-0.3158857142857143,2.6293669192673406,214.03100879999693,-0.33476870657734425,0.017085207207272683,2.0907723735622654,2.9118628206727128e-05,-0.29531428571428586,0.14765714285714293,88.58816909999587,False
44,LightGBM_r107_BAG_L1,LightGBM,ok,0.15931428571428574,-0.3186285714285715,1.581842469444382,211.41101350000827,-0.3168712941329786,0.009993775722240571,2.0712209838252136,2.6624867885403482e-05,-0.29531428571428586,0.14765714285714293,90.17550169999595,False
45,LinearModel_r71_BAG_L1,LinearModel,ok,0.1894095238095238,-0.3788190476190476,0.9104445488192141,209.82359280000674,-0.3596391846501408,0.023147889227329955,0.9765653946134699,1.9362993611810717e-05,-0.29531428571428586,0.14765714285714293,91.08857789999456,False
46,CatBoost_r189_BAG_L1,CatBoost,ok,0.16114285714285714,-0.3222857142857143,13.633412074821535,208.91064980000374,-0.31588175203059116,0.009885975622786538,4.323429767176356,1.5607739431560813e-05,-0.29531428571428586,0.14765714285714293,104.72400269999343,False
47,KNeighbors_r120_BAG_L1,KNeighbors,ok,0.1930666666666666,-0.3861333333333332,0.9193391648295801,195.2747975999955,-0.3834928057039048,0.029709634673498384,0.9424392853236353,1.3482201874801905e-05,-0.29531428571428586,0.14765714285714293,105.63041260000318,False
48,LightGBM_r181_BAG_L1,LightGBM,ok,0.14095238095238094,-0.2819047619047619,1.75565164659929,194.36878960000467,-0.32887186705848315,0.012863513258177441,1.667738285275889,1.0980820032761318e-05,-0.29531428571428586,0.14095238095238094,107.39320570000564,True
49,LightGBM_r174_BAG_L1,LightGBM,ok,0.1495619047619049,-0.2991238095238098,1.5614792378037237,192.60599310000543,-0.30505484274855266,0.012064851509911483,1.369784390912122,9.270997615254489e-05,-0.2819047619047619,0.14095238095238094,108.96242159999383,False
50,LightGBM_r184_BAG_L1,LightGBM,ok,0.14712380952380955,-0.2942476190476191,2.435633287212113,191.03679250000278,-0.30001957615364516,0.009781209532822667,2.055547744377153,5.953111231619653e-05,-0.2819047619047619,0.14095238095238094,111.39897359999304,False
51,LightGBM_r5_BAG_L1,LightGBM,ok,0.14979047619047614,-0.2995809523809523,1.9365801664534956,188.60026079999807,-0.29885319644462216,0.009088587529025695,1.875097347780609,5.8680710454157887e-05,-0.2819047619047619,0.14095238095238094,113.34002540000074,False
52,LightGBM_r121_BAG_L1,LightGBM,ok,0.16266666666666663,-0.32533333333333325,1.5751375539111905,186.65917339999578,-0.3000769266965945,0.009055488100920087,1.9051785124982357,3.96322543055673e-05,-0.2819047619047619,0.14095238095238094,114.92231310000352,False
53,LightGBM_r65_BAG_L1,LightGBM,ok,0.15558095238095238,-0.31116190476190475,2.285888806261937,185.0767452,-0.3022953059257777,0.01065318888484641,2.245284451171209,5.056802480290448e-05,-0.2819047619047619,0.14095238095238094,117.21170220000204,False
54,LightGBM_r83_BAG_L1,LightGBM,ok,0.14925714285714287,-0.29851428571428573,1.2866337054001633,182.78751130000455,-0.3114368735346404,0.01089488821456869,1.2205011488646031,9.139054972356965e-06,-0.2819047619047619,0.14095238095238094,118.50579349999316,False
55,LightGBM_r112_BAG_L1,LightGBM,ok,0.1497142857142857,-0.2994285714285714,1.0989732911111787,181.49343610000506,-0.31225860969294167,0.011004334650236597,0.8858411391574545,1.0865142599623099e-05,-0.2819047619047619,0.14095238095238094,119.61462860000029,False
56,LightGBM_r176_BAG_L1,LightGBM,ok,0.14826666666666666,-0.2965333333333333,1.1768692883779295,180.38458949999767,-0.30803787774494773,0.010252094697193901,1.1185994035251083,1.5762090479665727e-05,-0.2819047619047619,0.14095238095238094,120.80059009999968,False
57,LightGBM_r13_BAG_L1,LightGBM,ok,0.14361904761904765,-0.2872380952380953,1.0871598470403114,179.19856530000106,-0.308682319754633,0.01044714956806436,0.9411645288206478,1.826205116189196e-05,-0.2819047619047619,0.14095238095238094,121.89839689999644,False
58,LightGBM_r2_BAG_L1,LightGBM,ok,0.14940952380952377,-0.29881904761904754,1.3995922793692444,178.10074229999736,-0.30521486495210903,0.010291247489799212,1.3585158506089037,3.071251014018981e-05,-0.2819047619047619,0.14095238095238094,123.30731439999363,False
59,LightGBM_r29_BAG_L1,LightGBM,ok,0.16342857142857148,-0.32685714285714296,1.2799303118372336,176.6917317000043,-0.30872613763179757,0.011408723003071719,1.2362227274804014,2.9075230139945324e-05,-0.2819047619047619,0.14095238095238094,124.59548390000418,False
60,LightGBM_r41_BAG_L1,LightGBM,ok,0.1526857142857143,-0.3053714285714286,1.1024084895616397,175.40373839999666,-0.3088380885449775,0.010567554469598667,1.2219228500431558,1.4890572837045834e-05,-0.2819047619047619,0.14095238095238094,125.7049132999964,False
61,LightGBM_r24_BAG_L1,LightGBM,ok,0.15817142857142852,-0.31634285714285704,1.4332021861628164,174.29421770000772,-0.30859382892434223,0.010112530606159994,1.554254167764676,8.401134050662343e-06,-0.2819047619047619,0.14095238095238094,127.14444410000579,False
62,LightGBM_r138_BAG_L1,LightGBM,ok,0.14727619047619056,-0.2945523809523811,2.0676528867625166,172.85469819999707,-0.3106274938904273,0.010811457465637782,1.8006735020436269,7.327483477579032e-06,-0.2819047619047619,0.14095238095238094,129.2142376999982,False
63,LightGBM_r175_BAG_L1,LightGBM,ok,0.14742857142857146,-0.29485714285714293,1.1522274376038695,170.78495990000374,-0.31403827159117714,0.011294791736659808,1.1707010975084442,6.308045494744255e-06,-0.2819047619047619,0.14095238095238094,130.37777809999534,False
64,XGBoost_r160_BAG_L1,XGBoost,ok,0.15489523809523809,-0.30979047619047617,1.6217639225214953,169.6212463999982,-0.31059420961467904,0.011710311711455722,2.105982813753104,1.300025278094943e-05,-0.2819047619047619,0.14095238095238094,131.9972043000016,False
65,LightGBM_r90_BAG_L1,LightGBM,ok,0.15527619047619046,-0.3105523809523809,1.2626930546248332,168.00198139999702,-0.30788848761090304,0.01005643144841133,1.5333626004161574,1.0108088177996718e-05,-0.2819047619047619,0.14095238095238094,133.26965279999422,False
66,KNeighbors_r26_BAG_L1,KNeighbors,ok,0.3561142857142857,-0.7122285714285714,0.8562595172406873,166.72929440000735,-0.5213294616759652,0.07041699095726875,0.7363018501984617,8.284616130573963e-06,-0.2819047619047619,0.14095238095238094,134.10925059999863,False
67,LightGBM_r116_BAG_L1,LightGBM,ok,0.15489523809523797,-0.30979047619047595,1.1254496995097725,165.88994609999645,-0.31034161581762476,0.010498062167713592,0.8888769821471069,1.2165878858438146e-05,-0.2819047619047619,0.14095238095238094,135.24349660000007,False
68,LightGBM_r124_BAG_L1,LightGBM,ok,0.15931428571428574,-0.3186285714285715,1.2073581090080552,164.75565300000017,-0.3103924949288979,0.010104805632427102,1.163229005417733,6.197188857112895e-06,-0.2819047619047619,0.14095238095238094,136.45895489999384,False
69,LightGBM_r88_BAG_L1,LightGBM,ok,0.15276190476190477,-0.30552380952380953,1.4126821425161324,163.54020180000225,-0.31020534684444057,0.010149087113848574,1.589206224052034,5.0517720796563266e-06,-0.2819047619047619,0.14095238095238094,137.87769169999228,False
70,LightGBM_r19_BAG_L1,LightGBM,ok,0.1565714285714287,-0.3131428571428574,1.4769806838303339,162.12150740000652,-0.31004485506286694,0.01003533614764078,1.5337653939887952,4.911622872658532e-06,-0.2819047619047619,0.14095238095238094,139.36226130000432,False
71,LightGBM_r180_BAG_L1,LightGBM,ok,0.1542095238095238,-0.3084190476190476,1.8191497557563707,160.63689069999964,-0.31011511188634805,0.009750433284358434,1.873753854663891,2.88504202269669e-06,-0.2819047619047619,0.14095238095238094,141.1872277999937,False
72,CatBoost_r186_BAG_L1,CatBoost,ok,0.20205714285714294,-0.40411428571428587,4.559244262942229,158.81192750000628,-0.3515932433888366,0.025857220146550227,9.717509603049532,2.8661129217438336e-06,-0.2819047619047619,0.14095238095238094,145.74211589999322,False
73,XGBoost_r168_BAG_L1,XGBoost,ok,0.15832380952380964,-0.3166476190476193,2.0652118073630845,154.25697689999652,-0.30785154657777514,0.00998847400357019,2.957640303389182,4.98054523725487e-06,-0.2819047619047619,0.14095238095238094,147.800754099997,False
74,LightGBM_r11_BAG_L1,LightGBM,ok,0.15916190476190484,-0.3183238095238097,2.1177246291626943,152.1984003999969,-0.31066250914152305,0.010397265339943658,1.9712898500947493,4.4989204215176325e-06,-0.2819047619047619,0.14095238095238094,149.9234676000051,False
75,LightGBM_r7_BAG_L1,LightGBM,ok,0.1508571428571428,-0.3017142857142856,1.193913932002033,150.07532730000094,-0.312236230314802,0.01005122654601948,1.1039513824257328,3.2682323909441045e-06,-0.2819047619047619,0.14095238095238094,151.12645510000584,False
76,KNeighbors_r100_BAG_L1,KNeighbors,ok,0.34986666666666666,-0.6997333333333333,0.8995957871229621,148.87271739999414,-0.5035844372419308,0.06232525371998487,0.90306623105325,3.2148991351636356e-06,-0.2819047619047619,0.14095238095238094,152.01443629999994,False
77,KNeighbors_r180_BAG_L1,KNeighbors,ok,0.25360000000000005,-0.5072000000000001,1.0202261547237867,147.98448630000348,-0.4070079950800187,0.04219722219774269,1.8047254576476468,1.0115458755723575e-05,-0.2819047619047619,0.14095238095238094,152.96785600000294,False
78,XGBoost_r166_BAG_L1,XGBoost,ok,0.16015238095238105,-0.3203047619047621,1.7763970483792946,147.0312219000043,-0.30959139165238087,0.00987977498659671,2.104474878326468,3.544898287209776e-06,-0.2819047619047619,0.14095238095238094,154.7334678000043,False
79,XGBoost_r50_BAG_L1,XGBoost,ok,0.1567238095238095,-0.313447619047619,1.3400984492473071,145.26568399999815,-0.31279158813953056,0.01008756915471176,1.1242951703847868,2.7510534540447493e-06,-0.2819047619047619,0.14095238095238094,156.06989769999927,False
80,LightGBM_r186_BAG_L1,LightGBM,ok,0.15481904761904774,-0.3096380952380955,1.4988835365656996,143.92923670000164,-0.310873569687604,0.009458323090165378,1.5047624898848577,1.9209410248195152e-06,-0.2819047619047619,0.14095238095238094,157.57574380000005,False
81,LightGBM_r142_BAG_L1,LightGBM,ok,0.1446857142857143,-0.2893714285714286,1.0892323134758044,142.42341119999764,-0.3143271100439537,0.009979159584118104,0.9696638737594491,1.5878673178471244e-06,-0.2819047619047619,0.14095238095238094,158.67602509999415,False
82,XGBoost_r93_BAG_L1,XGBoost,ok,0.1622095238095238,-0.3244190476190476,1.2547713920357637,141.32315130000643,-0.31317750267354444,0.010321888458950974,1.4130881531516202,2.512006636312597e-06,-0.2819047619047619,0.14095238095238094,159.92513410000538,False
83,KNeighbors_r9_BAG_L1,KNeighbors,ok,0.19779047619047618,-0.39558095238095237,1.1276532218180364,140.07401379999646,-0.38837556494970615,0.030028349859999193,1.114577195154445,1.312558605336322e-06,-0.2819047619047619,0.14095238095238094,160.9659771000006,False
84,LightGBM_r156_BAG_L1,LightGBM,ok,0.15718095238095242,-0.31436190476190484,1.3525472922046902,139.03317350000725,-0.31562965496813755,0.010384703410724568,1.348308529762981,1.1948434330409846e-06,-0.2819047619047619,0.14095238095238094,162.32555349999166,False
85,LightGBM_r71_BAG_L1,LightGBM,ok,0.15634285714285734,-0.3126857142857147,1.3087493674102006,137.67361110000638,-0.3161979301215347,0.010306121020147047,1.3332870795690608,8.860448082672138e-07,-0.2819047619047619,0.14095238095238094,163.64360919999308,False
86,LightGBM_r158_BAG_L1,LightGBM,ok,0.15108571428571427,-0.30217142857142854,1.1108580061991233,136.35552820000157,-0.3158284923919209,0.009816525754844888,1.0042395166417688,6.81003366436989e-07,-0.2819047619047619,0.14095238095238094,164.76648960000603,False
87,XGBoost_r117_BAG_L1,XGBoost,ok,0.15260952380952397,-0.30521904761904795,1.1724525140452897,135.23262789999717,-0.3158188368488617,0.010228305106167566,1.326248959733447,9.245735224776317e-07,-0.2819047619047619,0.14095238095238094,165.93562259999453,False
88,LightGBM_r143_BAG_L1,LightGBM,ok,0.15710476190476197,-0.31420952380952394,1.6165685440209927,134.0631366000016,-0.31571785489152243,0.010228558370343581,1.677800941564855,7.591015245852488e-07,-0.2819047619047619,0.14095238095238094,167.55937899999844,False
89,XGBoost_r144_BAG_L1,XGBoost,ok,0.15375238095238108,-0.30750476190476217,1.158501996920677,132.43973870000627,-0.3152031946604725,0.009800816050575232,1.3696452476913388,6.261287453876752e-07,-0.2819047619047619,0.14095238095238094,168.71216840000125,False
90,XGBoost_r16_BAG_L1,XGBoost,ok,0.158552380952381,-0.317104761904762,1.3594276242074557,131.28685600000608,-0.31358590311660384,0.009470001041007127,1.449322702452593,6.991648708678373e-07,-0.2819047619047619,0.14095238095238094,170.06640029999835,False
91,XGBoost_r60_BAG_L1,XGBoost,ok,0.1600761904761906,-0.3201523809523812,1.5317469069705112,129.93269770000188,-0.3146455411494868,0.009588370283185566,2.072378598654957,3.7873938039961674e-07,-0.2819047619047619,0.14095238095238094,171.59213340000133,False
92,XGBoost_r79_BAG_L1,XGBoost,ok,0.15961904761904777,-0.31923809523809554,1.203904599402449,128.40700690000085,-0.3172598146052984,0.009846737865544086,1.1831788985257772,3.38256809182635e-07,-0.2819047619047619,0.14095238095238094,172.78959529999702,False
93,CatBoost_r174_BAG_L1,CatBoost,ok,0.15900952380952382,-0.31801904761904765,1.467446310140076,127.20950009999797,-0.31726700509656447,0.009889720339122797,1.6816977380250693,2.538796557079353e-07,-0.2819047619047619,0.14095238095238094,174.2654354999977,False
94,LightGBM_r67_BAG_L1,LightGBM,ok,0.15017142857142862,-0.30034285714285724,1.2349661871267017,125.73366650000389,-0.31712290731237497,0.009571803966969794,1.2415420374041586,2.1770909429972142e-07,-0.2819047619047619,0.14095238095238094,175.50916689999576,False
95,LightGBM_r98_BAG_L1,LightGBM,ok,0.1627428571428572,-0.3254857142857144,1.2481852384662488,124.48992500000168,-0.3201770534995862,0.010458573542863517,1.0998757269568002,2.9157909218837685e-07,-0.2819047619047619,0.14095238095238094,176.76881009999488,False
96,LightGBM_r128_BAG_L1,LightGBM,ok,0.15070476190476212,-0.30140952380952424,1.1274839672405506,123.23031579999952,-0.3165270725173475,0.009376865526615746,0.9660493101446764,2.597698269822125e-07,-0.2819047619047619,0.14095238095238094,177.90516759999446,False
97,LightGBM_r150_BAG_L1,LightGBM,ok,0.15466666666666662,-0.30933333333333324,1.2583103240467608,122.09395270000095,-0.3172449086671815,0.009898786390577367,1.2971251251119744,3.368705671976798e-07,-0.2819047619047619,0.14095238095238094,179.17251190000388,False
98,XGBoost_r38_BAG_L1,XGBoost,ok,0.1623619047619047,-0.3247238095238094,1.3159800031717168,120.82625510000798,-0.31513841655832026,0.009355486312062454,1.2864817664394004,3.4495294320501057e-07,-0.2819047619047619,0.14095238095238094,180.48419540000032,False
99,LightGBM_r153_BAG_L1,LightGBM,ok,0.1606857142857142,-0.3213714285714284,1.4304594096465735,119.51493479999772,-0.3170365403809891,0.009846682795717102,1.4780648108967034,2.967851536977722e-07,-0.2819047619047619,0.14095238095238094,181.91268979999586,False
100,LightGBM_r72_BAG_L1,LightGBM,ok,0.16533333333333333,-0.33066666666666666,2.0183019105461426,118.08638639999845,-0.3344227422815709,0.014211484772072694,2.1928109621105496,1.7119424131906132e-07,-0.2819047619047619,0.14095238095238094,183.93210289999843,False
101,XGBoost_r15_BAG_L1,XGBoost,ok,0.15748571428571434,-0.3149714285714287,1.61172633030219,116.06699400000798,-0.31660723501549626,0.009440903954915291,1.7558020995540755,1.5412146558165557e-07,-0.2819047619047619,0.14095238095238094,185.53655530000106,False
102,XGBoost_r161_BAG_L1,XGBoost,ok,0.16464761904761915,-0.3292952380952383,2.315298411078402,114.46253509999951,-0.31508663076604665,0.009167859667142366,2.5832622607070883,1.2826374436855188e-07,-0.2819047619047619,0.14095238095238094,187.8431098000001,False
103,LightGBM_r34_BAG_L1,LightGBM,ok,0.158552380952381,-0.317104761904762,1.141990941570839,112.1551146999991,-0.32057617767294283,0.010213497870749369,1.2302734756622649,1.4978991577833185e-07,-0.2819047619047619,0.14095238095238094,188.99849869999161,False
104,LightGBM_r198_BAG_L1,LightGBM,ok,0.15946666666666665,-0.3189333333333333,1.2895690608711448,111.0005691999977,-0.31591958004454224,0.00896816563978953,1.248883503059552,1.2602500928094762e-07,-0.2819047619047619,0.14095238095238094,190.2952615999966,False
105,XGBoost_r100_BAG_L1,XGBoost,ok,0.16502857142857152,-0.33005714285714305,1.4023549043340608,109.70386110000254,-0.32150017408550946,0.009953501719325988,1.2197933234138436,6.425215465747313e-08,-0.2819047619047619,0.14095238095238094,191.69619519999833,False
106,ExtraTrees_r41_BAG_L1,ExtraTrees,ok,0.19763809523809517,-0.39527619047619034,0.9732835175382206,108.30290150000656,-0.4560962052906074,0.04065843915118529,0.9963359871365741,7.96929456245011e-08,-0.2819047619047619,0.14095238095238094,192.66561569999612,False
