step,config,perf_fitted,perf:APSFailure,perf:Amazon_employee_access,perf:Another-Dataset-on-used-Fiat-500,perf:Bank_Customer_Churn,perf:Bioresponse,perf:Diabetes130US,perf:E-CommereShippingData,perf:Fitness_Club,perf:Food_Delivery_Time,perf:GiveMeSomeCredit,perf:HR_Analytics_Job_Change_of_Data_Scientists,perf:Is-this-a-good-customer,perf:MIC,perf:Marketing_Campaign,perf:NATICUSdroid,perf:QSAR-TID-11,perf:QSAR_fish_toxicity,perf:SDSS17,perf:airfoil_self_noise,perf:anneal,perf:bank-marketing,perf:blood-transfusion-service-center,perf:churn,perf:coil2000_insurance_policies,perf:concrete_compressive_strength,perf:credit-g,perf:credit_card_clients_default,perf:customer_satisfaction_in_airline,perf:diabetes,perf:diamonds,perf:hazelnut-spread-contaminant-detection,perf:healthcare_insurance_expenses,perf:heloc,perf:hiva_agnostic,perf:houses,perf:in_vehicle_coupon_recommendation,perf:jm1,perf:kddcup09_appetency,perf:maternal_health_risk,perf:miami_housing,perf:online_shoppers_intention,perf:physiochemical_protein,perf:polish_companies_bankruptcy,perf:qsar-biodeg,perf:seismic-bumps,perf:splice,perf:students_dropout_and_academic_success,perf:superconductivity,perf:taiwanese_bankruptcy_prediction,perf:website_phishing,perf:wine_quality,cost_fitted,cost:APSFailure,cost:Amazon_employee_access,cost:Another-Dataset-on-used-Fiat-500,cost:Bank_Customer_Churn,cost:Bioresponse,cost:Diabetes130US,cost:E-CommereShippingData,cost:Fitness_Club,cost:Food_Delivery_Time,cost:GiveMeSomeCredit,cost:HR_Analytics_Job_Change_of_Data_Scientists,cost:Is-this-a-good-customer,cost:MIC,cost:Marketing_Campaign,cost:NATICUSdroid,cost:QSAR-TID-11,cost:QSAR_fish_toxicity,cost:SDSS17,cost:airfoil_self_noise,cost:anneal,cost:bank-marketing,cost:blood-transfusion-service-center,cost:churn,cost:coil2000_insurance_policies,cost:concrete_compressive_strength,cost:credit-g,cost:credit_card_clients_default,cost:customer_satisfaction_in_airline,cost:diabetes,cost:diamonds,cost:hazelnut-spread-contaminant-detection,cost:healthcare_insurance_expenses,cost:heloc,cost:hiva_agnostic,cost:houses,cost:in_vehicle_coupon_recommendation,cost:jm1,cost:kddcup09_appetency,cost:maternal_health_risk,cost:miami_housing,cost:online_shoppers_intention,cost:physiochemical_protein,cost:polish_companies_bankruptcy,cost:qsar-biodeg,cost:seismic-bumps,cost:splice,cost:students_dropout_and_academic_success,cost:superconductivity,cost:taiwanese_bankruptcy_prediction,cost:website_phishing,cost:wine_quality
31,LightGBM_r5_BAG_L1,True,0.04008747382795335,0.02047800569770343,-0.08173499967697406,0.05111681453883143,-0.027741567499844494,-0.04097699812172295,0.05283438193654495,-0.06249539654602901,-0.03815798030951717,0.05975840925852829,0.01799066414045443,0.0917083506252401,0.015323225402317647,0.030019831692634988,-0.057842225682183626,-0.08424955651598559,-0.03901682854998134,0.009974455842324096,-0.13916082987980982,0.05460761039024192,0.0619437446493277,0.0007993542798762215,0.054767686552358766,0.0662843602789141,0.0022095466308612727,0.31967598624340327,0.022453891219933478,0.16074839155131945,0.06553231048877274,0.012051746622597712,-0.02934476767013727,-0.06660940812908099,0.08445798613886447,0.0723974382882962,0.19837243311685088,0.042834213837091406,0.019876870923136628,0.010540200638420844,0.05801093677489805,-0.010084861818042759,-0.07647924035030525,-0.06786236911775187,0.044485412609671156,-0.014394685831887598,-0.026268250661342793,0.06977423177069174,0.044591138333982455,0.020629630671956792,0.0735301567594316,-0.03706255001416357,0.007696891762170416,True,-0.0003034301066705148,-3.903948012331723e-05,-0.0002748724588856636,0.000269163606278718,0.0013011237144800777,-2.7175761643767962e-05,0.0002953789815417526,-0.00012038200097838862,-0.00010914316996815145,0.003002183462398632,0.0006913256609801308,-0.00013324981438347065,0.008572572611632289,6.558468666119352e-05,0.0003690060261599242,0.002856383862157705,-0.0002249364305263221,0.0011281211320871118,-0.0003845350894841152,0.0015294953116370869,0.0019452751770974576,-0.00017382808744496276,-0.00015244865908083831,0.00036801891310926795,-0.00038623029132572124,-9.970357992388175e-05,0.0017896561999130934,-5.13328054763465e-06,-0.00017608578773206467,-0.0006466712723012856,-0.00017152346815816887,-0.0001447891152926462,0.0006302516990862511,1.2533939276601386e-05,-9.195044462745286e-05,0.00035410926524839635,0.00041742480156832735,-0.00018384020697654983,6.87610137245371e-05,-0.00029231609491261226,0.0003197494641865818,-5.0413430483579874e-05,0.0006430471442798167,-9.255810582115211e-05,-0.00011603906983919236,0.004182703435056753,0.0003812840547442411,0.0009749380034918864,0.0003104480894072874,0.0002725666849975071,-0.00018900444239268734
32,KNeighbors_r46_BAG_L1,True,0.03920788872365393,0.019837853077707218,-0.08003887930885314,0.051176421734196065,-0.026699482837165667,-0.03682849568349256,0.051131765372488314,-0.06029937587526599,-0.03559078409187033,0.056608558422657634,0.018656710533889953,0.09563493442589566,0.017167283041047532,0.02858163238845532,-0.056648947082503516,-0.08206116717150058,-0.035926706416127,0.0050795744686805075,-0.13808425906312127,0.05585338250568175,0.06137087613795711,0.0038573735409435095,0.0537299908181353,0.062989603706951,0.004720906866374275,0.3068333117469495,0.022677934299225516,0.15613751106362256,0.06446383452177742,0.011365093575168878,-0.028352209180213188,-0.07374211271064496,0.08136065279677099,0.0664046584419834,0.19071712351458264,0.04476531936565786,0.02106477001343282,0.01632562664711179,0.057397632539208376,-0.01083512711063428,-0.073263100294377,-0.06671937168448405,0.04649799302945727,-0.012880274319701887,-0.022426766127868425,0.06880993570080488,0.04257965254363111,0.020252435454906653,0.07131799140550023,-0.03596720196741413,0.011246245776395306,True,-0.0002622447200796487,0.0004374006069197997,-0.00017896343553582163,0.00039686594895389326,0.0014941503883313806,-0.00039740762826073923,0.0004662660428536176,-2.74566361887368e-05,-0.000308286155018538,0.0020249980733429403,0.0008222593105357756,-4.619644718142785e-05,0.008437469055604845,0.00016464387937547407,0.0005178059671905917,0.002960407917488397,-0.0001414056486824723,0.00110102321014276,-0.00031440859291134086,0.0016390481152946776,0.0022514323763284994,-8.743940169408623e-05,-2.4533189134243047e-05,0.0004504037684919985,-0.00030723597221724236,-1.03153225759616e-05,0.0019970895515657606,0.00016804310361066615,-9.035242679027234e-05,-0.00033990930430834025,-6.17186054372278e-05,-5.791789656166221e-05,0.0007609203162339413,1.0958496104503221e-05,-4.695148785887959e-05,0.000595805473347249,0.0005668922111069911,-0.0002567743012907818,0.00017679076290589278,-0.00023180363498593616,0.0004486376560890689,-0.00010063987791807919,0.0007916491885421224,8.46837408760581e-06,-3.059349951113499e-05,0.004235345697699398,0.0005650511555369713,0.0010372483322336292,0.0004372371711368998,0.0004122775843378648,-0.00010699586901083608
33,LightGBM_r121_BAG_L1,True,0.04183053672677879,0.030918044920194343,-0.07957227868498895,0.04633463351333855,-0.03249288198447403,-0.05093783335275315,0.048696192738745925,-0.06023143105169765,-0.044460679519549684,0.057087697718843755,0.020216470402221298,0.09879555453046751,0.020500114189802576,0.020760621165301668,-0.058883539998183694,-0.0856027512491565,-0.03773644073880811,0.010957009610253338,-0.1441985966449193,0.04674804432689156,0.0666778156694452,-0.001616376102482775,0.042473526008243695,0.06198618898407415,0.0022413383639245388,0.31145382450327597,0.020809517644780673,0.15718230998565716,0.06438996178767209,0.01092105961695039,-0.0320907945797852,-0.06741550734631141,0.08132141066740722,0.06591910100236342,0.19369851702069285,0.051553533665871676,0.0282618751208229,0.009437171834556446,0.06015762447987005,0.002886285489337337,-0.06515582429517572,-0.06644550833591467,0.04181800688111034,-0.026512622503312627,-0.019113121318263926,0.07028136881154869,0.049839895237689946,0.036193355497260604,0.07412697074099919,-0.03492597155295718,0.011305108925444,True,-0.0002716454468196369,0.00043774475320299314,-0.00017986986173797667,0.00036803715121914993,0.0016310657185076855,-0.0003946771398488061,0.0004044777026485965,-3.994750033031052e-05,-0.00030034725654245467,0.001910283816138635,0.000824537343340752,-5.7720028199598076e-05,0.008413947822480127,0.00015102553963814737,0.0005314006536569125,0.0031364245499741652,-0.00014782859803210061,0.0010695363933892659,-0.0002904489185577647,0.0016208429572425423,0.0021872898197526983,-0.00010114530149914856,-3.376609363654934e-05,0.00044424644426249574,-0.0002926299854729523,-1.9267906807749445e-05,0.0019167880340348355,0.0001699486392163713,-0.00010117751563632408,-0.0003525150836136905,-5.421513703683511e-05,-6.928865265103823e-05,0.0007158901609879724,1.5131153468968316e-05,-3.7534872023130615e-05,0.0006362261472449673,0.0005377189195186237,-0.00023772280787022742,0.00016165333008580108,-0.00022085424438450098,0.0004002861672000051,-9.540135297336853e-05,0.0007658852853273908,-3.845187085893006e-06,-5.583790149841896e-05,0.004230191573483214,0.0005954967706816027,0.0010908650376517328,0.00040909614603180293,0.00040341377600758993,-9.244329889031856e-05
34,LightGBM_r184_BAG_L1,True,0.04322183299904653,0.03175400505049003,-0.08185335153772211,0.046537880273728016,-0.03464035443218169,-0.059654872842629825,0.05055316900746287,-0.06182296380137564,-0.04696451582592942,0.06093596761311906,0.018952281860627307,0.09515673709807948,0.01923301857493387,0.02013517568210227,-0.060793471794359746,-0.09733764296714276,-0.03501305218679229,0.01946793993530166,-0.14522328689174857,0.04697525585144749,0.0688200351986859,-0.005397069186604098,0.043511435128986614,0.0648417287737384,-0.0009548395283280331,0.3302757444787095,0.02067451561986655,0.16264506645138027,0.06665359476635255,0.013357260984626806,-0.03555971337138239,-0.05833211039817182,0.08488150580428866,0.0727605850853077,0.20583385712772567,0.049021209354756345,0.027946579236021896,-0.0009013870191554862,0.060156396106338605,0.007523808012793398,-0.0679868495423187,-0.0696131304404558,0.038275420603046284,-0.029694190500173814,-0.022815039646621238,0.07144203086967621,0.052234886633372335,0.03359231127456336,0.07717198302779578,-0.03540171546149558,0.007504782119981189,True,-0.00028963896170956273,0.00045805194837061913,-0.0001962801722077655,0.0003810667484257347,0.0026994036455285217,-0.00040807432065602736,0.0004735585571759998,-5.8851782350014385e-05,-0.00032592441060105837,0.002085552879839247,0.0009630699074849723,-6.752112033938915e-05,0.008369634948144243,0.0001672773845831558,0.000558906622285633,0.0033754791120495613,-0.0001518413223516824,0.0009557043107331692,-0.0003324375407889371,0.001614093309843407,0.002590877171133179,-0.00010978648865690507,-4.951063968359443e-05,0.0005346416543935838,-0.0003345438209856885,-8.806023907746967e-06,0.0021517495736553785,0.00015740641688252732,-0.00011274213743188175,-0.0002609359830313938,-8.941480658785542e-05,-8.608347640870264e-05,0.0008250945375604359,-0.00023399924803308667,-8.421158896922217e-05,0.0005004244008478645,0.0005797526002285647,-0.00025756901132447784,0.00015044147091110505,-0.00029933273542921674,0.00037886682090353303,-0.0002214134267041461,0.0008272720912016965,9.989760032355128e-07,-7.99863895896527e-05,0.004377197412455198,0.0007063879508441853,0.0009176779757085813,0.0004517226113782732,0.00042249891688494383,-0.00014965198513684907
35,LightGBM_r29_BAG_L1,True,0.03965076125797452,0.029965391512528305,-0.08338912430087891,0.042996991601840395,-0.03968737129736216,-0.05586735721896552,0.049551943815940636,-0.05941862585425367,-0.03949454016902887,0.05636463400659364,0.014944709421027935,0.10232568994952185,0.02374492779891757,0.026548836544146193,-0.05392837708409492,-0.08916793618326946,-0.026577645548860662,0.010556982999188308,-0.13432749178488157,0.04476251096777057,0.06555269937573477,-0.006297993498482812,0.040192947871470264,0.07426704883250446,0.006172602414603434,0.3114707640655824,0.019333419449407196,0.15774058602594676,0.07399845975200353,0.011724171909265502,-0.035318401205381184,-0.07108654083829813,0.08049231708299248,0.06831898527599956,0.18612220306447563,0.05714384757495461,0.0197378476987512,0.006342241957741412,0.06909961413490906,0.003475113862022483,-0.06973843924538356,-0.07063033247418271,0.039159403350255625,-0.005407024087626555,-0.0178703977924497,0.06836696836103684,0.04464757153269605,0.023001322342557196,0.07308981603448338,-0.0378745108900072,0.0053188921926005375,True,-0.0002992740704090176,0.0004114340892660171,-0.0002113730488443963,0.0003718579233698012,0.002802442119899058,-0.00036475009383643304,0.00045174590920510246,-6.841067957033573e-05,-0.00030288677424510167,0.002130674365926217,0.0009659346033974486,-7.57170236230702e-05,0.008358704200885778,0.00016143211780930713,0.0005716395115626326,0.003503975362142635,-0.00016431867498055538,0.0009309384387263006,-0.00034407001494144064,0.0015831690002555702,0.0026169195837029736,-0.00012153730368114261,-6.679087955885167e-05,0.0005629489953602228,-0.00035213200140935783,-1.7494984842653093e-05,0.0022397008297254015,0.00012881321590129183,-0.0001263743825970274,-0.0001916454435382047,-0.00012125947700339274,-9.807519947030059e-05,0.0008428091326498298,-0.0002357658242224141,-0.00011976490807294018,0.0004740015857629627,0.0005942497166239264,-0.0002469195087124493,0.00014857749912458647,-0.0003318435125258243,0.0004139847979235174,-0.00027249296056387236,0.0008148368793063818,-1.0987456654832671e-05,-9.449541119911192e-05,0.0044236710249020116,0.0007412079575044021,0.0009293529088084234,0.00046766638796402196,0.00039205569529983896,-0.0001582102208407109
36,LinearModel_r16_BAG_L1,True,0.03860573978719934,0.026518085311038497,-0.08614165134390972,0.04036954592254671,-0.02387111933741004,-0.04495467143538967,0.03960759076056908,-0.0723712745116557,-0.04243485270768699,0.04736145801302638,0.007882734833079885,0.09825448660895963,0.12602924966712337,0.0182720761786469,-0.05612062653542148,-0.10467851408098117,-0.03881935740986875,-0.002308668291634508,-0.12049483192494392,0.014214461256003341,0.05607779473147512,0.0010201314429678643,0.039158644576368196,0.06373959531454987,0.027582218661047375,0.3066842086175522,0.010916964787947125,0.15283127041697547,0.0683451496778601,0.009235088026366411,-0.040164733504099465,-0.0831960417087041,0.07324183448009292,0.05705785120262119,0.17818727807623302,0.058443957431458804,0.021465631073820823,0.011056634949134003,0.07770880340441066,0.01733537790635964,-0.07401613044191324,-0.07771919569218388,0.034109737595456546,-0.008650132950503597,-0.02726923351809607,0.07133300236241621,0.03730819616670855,0.02644213233100723,0.07102824283886428,-0.05846296309953818,0.0023451013131175025,True,-0.0002812690279874325,0.00037815468949605456,-0.00024130981254627022,0.0003747697376723972,0.0025302872712066014,-0.0003233580058947111,0.00047973636798950413,-9.405868123872963e-05,-0.0003069229024148818,0.0023343400782037697,0.0010335113791817671,-0.00010122511419167488,0.008331653628876116,0.000148430751582,0.0005972256912408472,0.0036558907491166634,-0.0001895297686593371,0.0009265810064752189,-0.0003946229636761535,0.0016112000409429996,0.002779405847645385,-0.00014935733342280144,-9.374433551387871e-05,0.0005494859033644639,-0.00037918015948947996,-3.941877135237273e-05,0.0023123122601132282,0.00010309894332166582,-0.00014855759563963517,-0.00011638280602989295,-0.0001308859850591269,-0.0001247873821585214,0.0008663863386174978,-0.0002615877729428292,-5.007804588314852e-05,0.0004617607440636869,0.0005915318162036932,-0.0002890344990144297,0.0001474810376201981,-0.0002929847644460456,0.00039878423738149696,-7.828942252976632e-05,0.000816397663986394,-3.3656025439211357e-05,-0.00011732516903385593,0.004442511892150688,0.0007425473453382928,0.0010600402984019923,0.00041785625107190207,0.00037918664936222545,-0.00018991573798957852
37,LightGBM_r11_BAG_L1,True,0.04069003520531923,0.032593116386764515,-0.08723051819123051,0.033934383960178865,-0.02905244468255136,-0.0534735450561758,0.038348755555771497,-0.07529474322586802,-0.04553421415708436,0.0485424286789832,0.009140218850489434,0.08698881514047663,0.1282666082865066,0.016305960901660033,-0.05796982463753027,-0.1083629723823103,-0.044888015190337305,0.004004633275769984,-0.12653511347910373,0.01120498163092682,0.05843841740932454,-0.003512782089172495,0.03928353914893043,0.07176708636127932,0.024952308835999193,0.32275280698226566,0.0071542774337821635,0.15861079815379775,0.07070233349169872,0.006694304004668167,-0.04040420205745953,-0.0740325610801087,0.0756346174973791,0.06305632391108396,0.19090360556955882,0.062250375075749764,0.024123754180687573,0.004354688537716922,0.07904849639068595,0.027365450139806735,-0.0745650732359868,-0.07989064301952209,0.025511934723230767,-0.015073068783467425,-0.031053048601044686,0.07262380686807081,0.04473536065861716,0.03569490007297915,0.07428291063589172,-0.06238362854982101,-0.004802179043165522,True,-0.0002765889082550141,0.00037545663121368346,-0.00021994746553925787,0.00046907358165080535,0.002187756541610494,-0.0003279046209420551,0.0006087975718456532,-3.405180335550788e-05,-0.0003100035452406856,0.0026823649949790367,0.0011962730200093018,-5.2708054123028986e-05,0.00832604684181381,0.00022592982027524786,0.000609576906591295,0.00325817313409289,-0.00015026658571761745,0.0009751260099231853,-0.00042755731750426676,0.0016616965429304977,0.003131348481165144,-8.000270264167574e-05,-6.143648014135435e-05,0.0006283616470234213,-0.00041287156969289907,2.6554803475751078e-05,0.0027612632302290987,6.937701360386697e-05,-8.692634009771918e-05,-5.1650123249675746e-05,-0.00014788642146038614,-5.6727826120033236e-05,0.0010803043297570381,-0.0003122777715650359,-0.00010367006352161752,0.00034785877297047716,0.0007108289664836437,-0.0003012431542340852,0.00022856735114039632,-0.0004069326739479611,0.0005753641146242076,-0.00022113353904203793,0.0009300329713862538,2.8079643099173374e-05,-9.361983513646634e-05,0.004653602654645003,0.000681289268552501,0.0010113040364709064,0.0005525245898340385,0.0004613027500513313,-0.0002196883848574639
38,LinearModel_r30_BAG_L1,True,0.03393022188584536,0.025106548496150627,-0.08724008976736367,0.012934325155676793,-0.034526017706732096,-0.05885667373314407,0.03560115983837894,-0.0755493028954292,-0.036514673397978814,-0.023334244720208758,0.014887392449901976,0.10540081867585509,0.13135786672045632,0.007702013742427918,-0.05915412100440626,-0.11008217198868722,-0.05303891561387207,0.008532042947953703,-0.1294826555175113,0.012066993466532346,0.060142076062566,-0.005930184303121422,0.07414109627292928,0.07732430663613206,0.01885728538502479,0.3305640564398668,-0.014310279088140282,0.1637853110646992,0.060181387807124204,0.007785938295221027,-0.03668079419810958,-0.06293146952265016,0.08035748870957699,0.0767587537364916,0.20408822494038012,0.06064451263749046,0.017701023661948673,-0.007238174245431522,0.08868377261776847,0.03273729213136482,-0.07109471710996633,-0.08718279777492274,-0.008714751277035582,-0.007714958912347018,-0.02877526504216754,0.10407335501577268,0.05846317305705434,0.029111924973301524,0.057323144069147285,-0.0675906613443384,-0.0047702646124617165,True,-0.0002826199779649534,0.00038833252752946057,-0.00025750263666144053,0.0004646834368069163,0.0023228115139632185,-0.0003311982536141002,0.0006228309828633188,-6.323090166632964e-05,-0.00030833613363932116,0.002839384318299524,0.0012403267518298837,-8.125474858531821e-05,0.008309596605617519,0.00020963809256557863,0.0005956463663480412,0.0032624685382236975,-0.00018218091646507754,0.0009390506335220155,-0.0004843796874359559,0.001666188748309876,0.0032833634444935696,-0.00010644754061853916,-9.327519016691718e-05,0.000630728664277944,-0.00045335446016875824,2.0761726545142733e-06,0.002865687170211715,5.4482724691144995e-05,-0.00011560147289976895,-4.085454499603886e-06,-0.0001683505835488271,-8.800505527577988e-05,0.001111164822122264,-0.0003820984978839888,-6.289738823115796e-05,0.00028564244192938877,0.0007224500016083345,-0.0002943023338009918,0.0002201239309830607,-0.0003946620696320138,0.0005665077671908037,-8.12848990705083e-05,0.000980645610870162,2.833939167095999e-06,-0.0001191237511237467,0.00468334019848579,0.000672310259257783,0.0011816303185459586,0.0005870886320014262,0.0004395572369252384,-0.0002571045947235098
39,XGBoost_r88_BAG_L1,True,0.030526329153809414,0.014755517726642436,-0.0685083025559349,0.01538352432873917,-0.01892590536640884,-0.004907904796391749,0.023562244739995214,-0.07731453968255908,-0.01523193814338758,-0.01844830789003865,0.01763007594038482,0.1081267857942872,0.11167294808745193,0.00758535914324221,-0.05305917031296029,-0.08978722826112412,-0.0495694773551984,-0.03346848077522319,-0.1323902989420836,0.02717238986222276,0.04797275943154258,0.006257378463193464,0.0826150669275133,0.064093669917799,0.02656785660360414,0.2768289052126798,-0.01415114828752087,0.14143646061841397,0.051426356807277196,0.0008298089718193763,-0.024590769679100528,-0.09094935913327246,0.07157735826971373,0.05639858261907621,0.17509338229588556,0.04430362244216372,0.013520219822501095,0.05067980676295741,0.07755013377262976,0.04285641299370348,-0.05617524565443156,-0.08940836423965343,-0.002425932161988803,-0.002967807074210571,-0.010641583407995564,0.09165375152248753,0.050433640762444165,0.03635931513701357,0.05232488282510209,-0.06392202099513637,-0.0006287345938461898,True,-0.0003066506747734102,0.00042714302610954015,-0.00027064433577262515,0.00045700439044020914,0.0024824172961866973,-0.0003673487680962641,0.0006091845024435314,-7.280477539442554e-05,-0.0003083216245633796,0.0027927612547470745,0.0012458476118913705,-9.048531367553279e-05,0.008268976058036307,0.00020701149400826008,0.0005549433380424698,0.003302414935557583,-0.0001945241201887001,0.0009087281240007536,-0.00045180617530806897,0.0016887551020836008,0.0032782483234005256,-0.00011766241823754318,-9.712515507012481e-05,0.000627380232795176,-0.00046027755761443367,-6.961261680046401e-06,0.002905734868643697,7.733846502051573e-05,-0.00012522785228367503,-0.00022695030252239365,-0.00016335907088060783,-9.975111450995782e-05,0.0011289864722182192,-0.00023261694530842902,-0.00014173131965096615,0.00020306117031529937,0.0007402013585574145,-0.00026103223659940697,0.0001906029970379283,-0.0003319420905886289,0.0005771022832687097,9.946514701673898e-05,0.0010754653181220244,-1.1511480547490777e-06,-0.00012700366922631262,0.004687227852296548,0.0006725110643790873,0.001301597447319811,0.0006681046590283871,0.00042059064941193095,-0.0002761062161906692
40,LightGBM_r157_BAG_L1,True,0.030912329733991904,0.013717301980082808,-0.06679949645781491,0.01147161586333556,-0.01966572205423911,-0.005567341631855127,0.022574096233358376,-0.07608073649262626,-0.016487726667357094,-0.018243127099710682,0.018387084607493276,0.10408411231555215,0.11133119426130045,0.008299847414590722,-0.052717279426927,-0.09310836109181009,-0.04781092167892975,-0.03089598760149101,-0.12865481941117474,0.022753242065867096,0.047269215427521605,0.003494894177843322,0.08228457588815058,0.0717184717331909,0.029952419966415567,0.28620387513885426,-0.01726718115323833,0.14448219258251185,0.054007963424208494,0.0005403724887853012,-0.02868941118403251,-0.08894061315831048,0.07177331213867122,0.05902037696207718,0.1763362246772176,0.047551688456819674,0.012911685419426666,0.047686875506932735,0.08041023337296782,0.0458513431643508,-0.05684092920879294,-0.09380724651421324,-0.006570615795648452,-0.0004318704870220347,-0.013798149931870674,0.09229138950459997,0.05111614326139735,0.03214985022822031,0.051415911436528454,-0.06756266671060886,-0.0030978935498374217,True,-0.00031455844480698806,0.0004035882426505793,-0.0003009571953387628,0.0004661514818290775,0.002661290433780778,-0.00034231746167932744,0.0004923133003237891,-8.431435506739779e-05,-0.00029916964712612694,0.0027998926232892917,0.0013095487059722449,-9.675687169908216e-05,0.008248598395505478,0.00021399805863428457,0.0006046934728588237,0.0033601706853170995,-0.00021447237816801454,0.0008884853771292962,-0.00048160383628080886,0.0016192456796346624,0.003130637581171794,-0.00013111028575829982,-8.594409447730214e-05,0.0006709391567406699,-0.0005139799698969909,-1.3812257291544335e-05,0.0029902959006263535,7.349941447859672e-05,-0.0001375695422494678,-0.00025237841798681274,-0.00020869112182387052,-0.0001077840801436103,0.0011570235182624836,-0.00022242323666514857,-0.00022238915759597905,0.00024160054184951162,0.0007436776894381768,-0.00025839732873438265,0.00014868859441231468,-0.0003971829264986537,0.0005457743325429192,0.00010707976171247244,0.0011084164851693865,-7.750587377385905e-06,-0.00013437674900576495,0.004756074966296054,0.0007199490041337545,0.0013425544025734014,0.0007123374348252352,0.00041321954247869813,-0.00030433135115365506
41,LightGBM_r123_BAG_L1,True,0.031285496385608395,0.013819837010104086,-0.0684485933828434,0.00806420471275203,-0.021896417158143847,-0.004610038158902846,0.02151868842536281,-0.0786232084423989,-0.016277014170575865,-0.017289939805466087,0.017474593430026275,0.10430992685429141,0.11147696426355644,0.008496237842684898,-0.05273321528397741,-0.09687595797887472,-0.04900880215536063,-0.027994082336567673,-0.12664531711374838,0.022521881648828034,0.04617303163278838,0.002359447066901249,0.08101898308754342,0.0761819244123744,0.03040088695337209,0.29573688352672106,-0.020064051703589852,0.14559900753379418,0.055464019213848983,0.00033278553652223153,-0.03155336147060323,-0.0867271690173009,0.07304108514965052,0.06232251423443963,0.18131455495675552,0.0459286132041028,0.01031776730363479,0.0445735280356184,0.08232967400479782,0.05093279289931629,-0.05656844823260207,-0.09709494634054788,-0.011848263643702138,-6.07062324103208e-06,-0.0158318578091306,0.09153776959300577,0.053837070936939485,0.0332312347354638,0.05276985759501159,-0.069934312110846,-0.007438244381108491,True,-0.0003200988783241586,0.0004039234013842203,-0.00031301961898959243,0.00047275745913792356,0.00263626748940418,-0.00034249195546010155,0.0005180004131859799,-9.277083062644555e-05,-0.00029788988043034535,0.0028042411182061045,0.0013567989284775607,-0.00010545719827020095,0.008235133065911662,0.00021337200453514462,0.0006011896999693821,0.003387865504184077,-0.0002248823709655626,0.0008833698022610064,-0.0004990433475633041,0.0016198368305777378,0.0032535347228261438,-0.00013916206887867356,-9.888625576292867e-05,0.0006757498508558232,-0.0005311706072782008,-1.974440927113306e-05,0.0030980940892331764,6.521766250855779e-05,-0.00014704393233593293,-0.00025665703341066706,-0.00021015537015721625,-0.00011836134009049071,0.001186649531547045,-0.000254173528230649,-0.00023015767164237698,0.00020066211180787998,0.0007700103507113615,-0.000254457285675877,0.00015709882221454725,-0.00041153685796845393,0.0005715208632920423,8.569426603797352e-05,0.001157172250535343,-1.4048902982487652e-05,-0.00014744349179185494,0.004793504457967028,0.0007349031093687057,0.0013972147696121944,0.0007312134076352798,0.00042215477835579095,-0.0003166487379457527
42,LightGBM_r23_BAG_L1,True,0.03213140170754068,0.015841568640782788,-0.07065476675901239,0.003688227193796856,-0.025845596412536198,-0.005180987598042308,0.020143838029314076,-0.08051938520491891,-0.016075141512719604,-0.01600766022960623,0.016395787447766597,0.10330955671570852,0.11223139942102178,0.008358154198081225,-0.053331058558482164,-0.09956869451011752,-0.052679774531083357,-0.025325878395982257,-0.12852023003380408,0.024113241131716798,0.04576331118187982,0.0009138754016714268,0.08010587000021624,0.07933965029891926,0.02920464889759508,0.3035521610506193,-0.023121304485049843,0.14670555248786546,0.05622232940077879,-0.0001830406947596619,-0.03280645957252655,-0.08351352967415582,0.07476265361268863,0.06614475421952748,0.18895141057082937,0.04504247811168072,0.009155396687372586,0.04198898004902846,0.08396098638033328,0.058690184097960785,-0.05536909878723956,-0.0993678417889351,-0.017907687550194798,-0.0028361334683490447,-0.01695724631938622,0.09019824569802255,0.0572133506777156,0.03794426070543244,0.05527940971130335,-0.07189706086871524,-0.012612299309100898,True,-0.0003146331738351242,0.00017934938472871165,-0.00036906741827453046,0.0004719816656074876,0.003123739324901074,-0.0001339482912074341,0.0005752942798835264,-9.991132401145555e-05,-0.00026744975279589193,0.002870999675756148,0.0014237805881114366,-9.462016831988457e-05,0.008223754381806453,0.00022306149531551482,0.0005652164403683038,0.0036360748319651244,-0.0002572091054433529,0.000843005442014659,-0.0005970010098161239,0.0015707893572541026,0.003529625384076499,-0.00014452116950818298,-0.00014171373721128135,0.0007431763243230758,-0.0006211408919504237,-2.3501013113340848e-05,0.0033832447667184982,-1.43534725144355e-05,-0.00016174420614295938,-0.00019837140724571635,-0.0002908045367896391,-0.0001372063614138355,0.0013182933498857583,-0.0004085317444902848,-0.0003057762271317141,5.647131782674274e-05,0.0008241550635223734,-0.00035572164717553346,0.00017053717740502067,-0.0005237732032060561,0.0006695602406076113,2.91420647278683e-05,0.0011815762729823426,-2.8375021053921897e-05,-0.0001694389873962214,0.004870631942190968,0.0007681047053749012,0.001435202677283935,0.000750250873319865,0.000428470166641486,-0.0004110570351118989
